County,location,year,building_starts,cost_ratio,overall_homeless,homeless_percapita,govt_spend,rc_project,total_units,rc_units,rc_status
Multnomah,Portland,,,,,,,1225 SE YAMHILL ST,8,8,ACTIVE
Multnomah,Portland,,,,,,,1227 NE ROSELAWN ST,1,1,ACTIVE
Multnomah,Portland,,,,,,,1230 SE IVON ST,2,2,ACTIVE
Multnomah,Portland,,,,,,,12373 SE ASH ST,175,175,IN DEVELOPMENT
Multnomah,Portland,,,,,,,128 NE MORRIS ST,1,1,ACTIVE
Multnomah,Portland,,,,,,,1529 SW 12TH AVE,119,112,ACTIVE
Multnomah,Portland,,,,,,,1310 SE PINE ST,6,5,ACTIVE
Multnomah,Portland,,,,,,,1419 SE OAK ST,1,1,ACTIVE
Multnomah,Portland,,,,,,,1421 SE PINE ST,1,1,ACTIVE
Multnomah,Portland,,,,,,,1455 NE GOING ST,8,8,ACTIVE
Multnomah,Portland,,,,,,,14655 E BURNSIDE ST,16,16,ACTIVE
Multnomah,Portland,,,,,,,14603 & 14525 E Burnside St,116,116,IN DEVELOPMENT
Multnomah,Portland,,,,,,,208 SE 148th Ave,96,96,IN DEVELOPMENT
Multnomah,Portland,,,,,,,1620 NW 14TH AVE,93,93,ACTIVE
Multnomah,Portland,,,,,,,1527 SE CLINTON ST,1,1,ACTIVE
Multnomah,Portland,,,,,,,1531 SE TAGGART ST,3,3,ACTIVE
Multnomah,Portland,,,,,,,1638 SE ANKENY ST,3,3,ACTIVE
Multnomah,Portland,,,,,,,1705 SE MORRISON ST,4,4,ACTIVE
Multnomah,Portland,,,,,,,1712 SE STARK ST,2,1,ACTIVE
Multnomah,Portland,,,,,,,1724 NE ALBERTA ST,4,4,ACTIVE
Multnomah,Portland,,,,,,,1725 SE MORRISON ST,7,7,ACTIVE
Multnomah,Portland,,,,,,,1732 N ALBERTA ST,1,1,ACTIVE
Multnomah,Portland,,,,,,,1809 SE WOODWARD ST,3,3,ACTIVE
Multnomah,Portland,,,,,,,(UNKNOWN),90,90,ACTIVE
Multnomah,Portland,,,,,,,1827 SE OAK ST,1,1,ACTIVE
Multnomah,Portland,,,,,,,1829 SE WASHINGTON ST,1,1,ACTIVE
Multnomah,Portland,,,,,,,1922 SE WASHINGTON ST,1,1,ACTIVE
Multnomah,Portland,,,,,,,1925 SE ALDER ST,5,4,ACTIVE
Multnomah,Portland,,,,,,,1926 SE WASHINGTON ST,1,1,ACTIVE
Multnomah,Portland,,,,,,,2016 NE MARTIN LUTHER KING JR BLVD,43,42,ACTIVE
Multnomah,Portland,,,,,,,2037 SE 41ST AVE,1,1,ACTIVE
Multnomah,Portland,,,,,,,217 SE 15TH AVE,6,6,ACTIVE
Multnomah,Portland,,,,,,,2203 SE MADISON ST,2,2,ACTIVE
Multnomah,Portland,,,,,,,2205 SE STARK ST,1,1,ACTIVE
Multnomah,Portland,,,,,,,2225 NE COUCH ST,2,2,ACTIVE
Multnomah,Portland,,,,,,,2235 SE UMATILLA ST,94,93,ACTIVE
Multnomah,Portland,,,,,,,2334 SE MORRISON ST,2,1,ACTIVE
Multnomah,Portland,,,,,,,2418 SE CORA ST,1,1,ACTIVE
Multnomah,Portland,,,,,,,2425 SE YAMHILL ST,2,1,ACTIVE
Multnomah,Portland,,,,,,,2528 SE 18TH AVE,3,2,ACTIVE
Multnomah,Portland,,,,,,,2532 SE 17TH AVE,2,2,ACTIVE
Multnomah,Portland,,,,,,,2542 SE 18TH AVE,1,1,ACTIVE
Multnomah,Portland,,,,,,,2617 SE 39TH AVE,1,1,ACTIVE
Multnomah,Portland,,,,,,,2643 SE 48TH AVE,5,5,ACTIVE
Multnomah,Portland,,,,,,,2714 SE 15TH AVE,2,2,ACTIVE
Multnomah,Portland,,,,,,,2727 SE 16TH AVE,1,1,ACTIVE
Multnomah,Portland,,,,,,,2735 SE CLINTON ST,3,1,ACTIVE
Multnomah,Portland,,,,,,,29 NE 148TH AVE,12,12,ACTIVE
Multnomah,Portland,,,,,,,2936 SE 17TH AVE,1,1,ACTIVE
Multnomah,Portland,,,,,,,3000 SE POWELL BLVD,206,206,IN DEVELOPMENT
Multnomah,Portland,,,,,,,302 NE SHAVER ST,2,2,ACTIVE
Multnomah,Portland,,,,,,,3134 SE 21ST AVE,1,1,ACTIVE
Multnomah,Portland,,,,,,,314 SE 13TH AVE,1,1,ACTIVE
Multnomah,Portland,,,,,,,316 SE 31ST AVE,1,1,ACTIVE
Multnomah,Portland,,,,,,,317 SE 16TH AVE,7,7,ACTIVE
Multnomah,Portland,,,,,,,3208 SE 136TH AVE,63,63,ACTIVE
Multnomah,Portland,,,,,,,329 NE HOLMAN ST,1,1,ACTIVE
Multnomah,Portland,,,,,,,3328 SE WASHINGTON ST,2,2,ACTIVE
Multnomah,Portland,,,,,,,333 SW OAK ST,90,90,ACTIVE
Multnomah,Portland,,,,,,,336 NW 20TH AVE,10,6,ACTIVE
Multnomah,Portland,,,,,,,3429 SE 69TH AVE,3,3,ACTIVE
Multnomah,Portland,,,,,,,353 NE HOLMAN ST,1,1,ACTIVE
Multnomah,Portland,,,,,,,3546 NE 6TH AVE,2,2,ACTIVE
Multnomah,Portland,,,,,,,3612 NE 8TH AVE,2,2,ACTIVE
Multnomah,Portland,,,,,,,3717 NE 11TH AVE,1,1,ACTIVE
Multnomah,Portland,,,,,,,3735 SE CLINTON ST,1,1,ACTIVE
Multnomah,Portland,,,,,,,3832 SE CENTER ST,5,5,ACTIVE
Multnomah,Portland,,,,,,,3862 SE IVON ST,1,1,ACTIVE
Multnomah,Portland,,,,,,,935 NE FAILING ST,2,1,ACTIVE
Multnomah,Portland,,,,,,,3956 NE MALLORY AVE,1,1,ACTIVE
Multnomah,Portland,,,,,,,3957 NE 13TH AVE,1,1,ACTIVE
Multnomah,Portland,,,,,,,3958 NE GARFIELD AVE,4,4,ACTIVE
Multnomah,Portland,,,,,,,4009 NE 11TH AVE,1,1,ACTIVE
Multnomah,Portland,,,,,,,4030 SE MAIN ST,2,2,ACTIVE
Multnomah,Portland,,,,,,,4066 NE GRAND AVE,5,5,ACTIVE
Multnomah,Portland,,,,,,,41 NE 127TH AVE,8,8,ACTIVE
Multnomah,Portland,,,,,,,426 NE TILLAMOOK ST,2,2,ACTIVE
Multnomah,Portland,,,,,,,4285 SE STARK ST,1,1,ACTIVE
Multnomah,Portland,,,,,,,4307 NE MALLORY AVE,1,1,ACTIVE
Multnomah,Portland,,,,,,,432 NE TILLAMOOK ST,2,2,ACTIVE
Multnomah,Portland,,,,,,,4339 NE 20TH AVE,1,1,ACTIVE
Multnomah,Portland,,,,,,,4548 SE 122ND AVE,37,37,ACTIVE
Multnomah,Portland,,,,,,,4616 NE GARFIELD AVE,3,3,ACTIVE
Multnomah,Portland,,,,,,,4618 NE 11TH AVE,1,1,ACTIVE
Multnomah,Portland,,,,,,,4618 NE 26TH AVE,1,1,ACTIVE
Multnomah,Portland,,,,,,,4619 SE FLAVEL DR,1,1,ACTIVE
Multnomah,Portland,,,,,,,4714 NE 13TH AVE,1,1,ACTIVE
Multnomah,Portland,,,,,,,4820 NE 26TH AVE,1,1,ACTIVE
Multnomah,Portland,,,,,,,4849 SE 86TH AVE,1,1,ACTIVE
Multnomah,Portland,,,,,,,4911 SE TENINO DR,1,1,ACTIVE
Multnomah,Portland,,,,,,,4918 NE 9TH AVE,1,1,ACTIVE
Multnomah,Portland,,,,,,,4918 SE TENINO DR,1,1,ACTIVE
Multnomah,Portland,,,,,,,4922 SE TENINO DR,1,1,ACTIVE
Multnomah,Portland,,,,,,,4933 NE 20TH AVE,4,3,ACTIVE
Multnomah,Portland,,,,,,,4960 NE 6TH AVE,8,8,ACTIVE
Multnomah,Portland,,,,,,,5020 NE 25TH AVE,2,2,ACTIVE
Multnomah,Portland,,,,,,,5115 NE 28TH AVE,1,1,ACTIVE
Multnomah,Portland,,,,,,,515 NE MORGAN ST,1,1,ACTIVE
Multnomah,Portland,,,,,,,518 NE BRAZEE ST,1,1,ACTIVE
Multnomah,Portland,,,,,,,525 NE MORRIS ST,3,3,ACTIVE
Multnomah,Portland,,,,,,,5254 N WILLIAMS AVE,1,1,ACTIVE
Multnomah,Portland,,,,,,,5320 NE CULLY BLVD,20,20,ACTIVE
Multnomah,Portland,,,,,,,5311 NE 26TH AVE,1,1,ACTIVE
Multnomah,Portland,,,,,,,5323 NE CULLY BLVD,18,18,ACTIVE
Multnomah,Portland,,,,,,,537 NE AINSWORTH ST,1,1,ACTIVE
Multnomah,Portland,,,,,,,550 NE FARGO ST,2,2,ACTIVE
Multnomah,Portland,,,,,,,5535 NE 23RD AVE,1,1,ACTIVE
Multnomah,Portland,,,,,,,5604 SE DUKE ST,2,2,ACTIVE
Multnomah,Portland,,,,,,,5620 SE DUKE ST,1,1,ACTIVE
Multnomah,Portland,,,,,,,58 NE SKIDMORE ST,1,1,ACTIVE
Multnomah,Portland,,,,,,,604 SE 20TH AVE,2,2,ACTIVE
Multnomah,Portland,,,,,,,6040 SE FLAVEL ST,1,1,ACTIVE
Multnomah,Portland,,,,,,,6046 SE FLAVEL ST,1,1,ACTIVE
Multnomah,Portland,,,,,,,612 SE 19TH AVE,1,1,ACTIVE
Multnomah,Portland,,,,,,,6122 SE TOLMAN ST,1,1,ACTIVE
Multnomah,Portland,,,,,,,617 SE 20TH AVE,1,1,ACTIVE
Multnomah,Portland,,,,,,,622 SE 19TH AVE,2,2,ACTIVE
Multnomah,Portland,,,,,,,6228 SE 92ND AVE,1,1,ACTIVE
Multnomah,Portland,,,,,,,645 N SARATOGA ST,18,18,ACTIVE
Multnomah,Portland,,,,,,,648 SE 20TH AVE,1,1,ACTIVE
Multnomah,Portland,,,,,,,6637 SE 56TH AVE,1,1,ACTIVE
Multnomah,Portland,,,,,,,6704 SE 93RD AVE,1,1,ACTIVE
Multnomah,Portland,,,,,,,6705 SE 56TH AVE,1,1,ACTIVE
Multnomah,Portland,,,,,,,6813 SE 67TH AVE,1,1,ACTIVE
Multnomah,Portland,,,,,,,7104-7130 SE FOSTER RD,101,101,ACTIVE
Multnomah,Portland,,,,,,,7419 SE BYBEE BLVD,1,1,ACTIVE
Multnomah,Portland,,,,,,,4729 SE 75TH AVE,5,5,ACTIVE
Multnomah,Portland,,,,,,,7730 SE HENRY PL,1,1,ACTIVE
Multnomah,Portland,,,,,,,7864 SE 64TH AVE,1,1,ACTIVE
Multnomah,Portland,,,,,,,7920 SE 72ND AVE,33,33,ACTIVE
Multnomah,Portland,,,,,,,805 SE 30TH AVE,1,1,ACTIVE
Multnomah,Portland,,,,,,,334 SE 80TH AVE,1,1,ACTIVE
Multnomah,Portland,,,,,,,813 N WEBSTER ST,1,1,ACTIVE
Multnomah,Portland,,,,,,,814 N WEBSTER ST,3,3,ACTIVE
Multnomah,Portland,,,,,,,2140 NW KEARNEY ST,85,84,ACTIVE
Multnomah,Portland,,,,,,,335 NW 19TH AVE,174,150,ACTIVE
Multnomah,Portland,,,,,,,4400 NE BROADWAY ST,286,286,ACTIVE
Multnomah,Portland,,,,,,,1724 SE TENINO ST,110,109,ACTIVE
Multnomah,Portland,,,,,,,1001 N BLANDENA ST,10,10,ACTIVE
Multnomah,Portland,,,,,,,2601 N LOMBARD ST,14,14,ACTIVE
Multnomah,Portland,,,,,,,2417 NE RODNEY ST,30,30,ACTIVE
Multnomah,Portland,,,,,,,3800 NE MALLORY AVE,47,47,ACTIVE
Multnomah,Portland,,,,,,,8832 N SYRACUSE ST,118,118,ACTIVE
Multnomah,Portland,,,,,,,4111 N ALASKA ST,120,120,ACTIVE
Multnomah,Portland,,,,,,,7850 N INTERSTATE AVE,10,10,ACTIVE
Multnomah,Portland,,,,,,,17225 SE ALDER ST,20,20,ACTIVE
Multnomah,Portland,,,,,,,12608 SE FOSTER RD,20,20,ACTIVE
Multnomah,Portland,,,,,,,4023 SE 112TH AVE,10,10,ACTIVE
Multnomah,Portland,,,,,,,12725 SE POWELL BLVD,10,10,ACTIVE
Multnomah,Portland,,,,,,,1969 NW JOHNSON ST,90,90,ACTIVE
Multnomah,Portland,,,,,,,11200 SE HOLGATE BLVD,32,32,ACTIVE
Multnomah,Portland,,,,,,,2041 NW EVERETT ST,100,100,ACTIVE
Multnomah,Portland,,,,,,,8510 N SAINT LOUIS AVE,3,2,ACTIVE
Multnomah,Portland,,,,,,,9121 N BURR AVE,107,61,ACTIVE
Multnomah,Portland,,,,,,,915 SE MALL ST,4,4,ACTIVE
Multnomah,Portland,,,,,,,926 SE MALL ST,1,1,ACTIVE
Multnomah,Portland,,,,,,,927 SE MALL ST,2,2,ACTIVE
Multnomah,Portland,,,,,,,939 N ALBERTA ST,8,5,ACTIVE
Multnomah,Portland,,,,,,,6119 SE 93RD AVE,3,3,ACTIVE
Multnomah,Portland,,,,,,,9609 SE FOSTER RD,1,1,ACTIVE
Multnomah,Portland,,,,,,,9929 NE GLISAN ST,120,120,ACTIVE
Multnomah,Portland,,,,,,,1650 NW 13TH AVE,155,127,ACTIVE
Multnomah,Portland,,,,,,,910 SW PARK AVE,37,37,ACTIVE
Multnomah,Portland,,,,,,,1515 N AINSWORTH ST,88,88,ACTIVE
Multnomah,Portland,,,,,,,3532 N WILLIAMS AVE,72,18,ACTIVE
Multnomah,Portland,,,,,,,4957 NE 8th,52,52,IN DEVELOPMENT
Multnomah,Portland,,,,,,,509 NE ALBERTA ST,23,23,ACTIVE
Multnomah,Portland,,,,,,,6611 NE MARTIN LUTHER KING JR BLVD,74,74,ACTIVE
Multnomah,Portland,,,,,,,5010 NE 19TH AVE,10,10,ACTIVE
Multnomah,Portland,,,,,,,930 NE 162nd Ave,147,147,IN DEVELOPMENT
Multnomah,Portland,,,,,,,409 NE SAN RAFAEL ST,48,48,ACTIVE
Multnomah,Portland,,,,,,,3965 N ALBINA AVE,8,8,ACTIVE
Multnomah,Portland,,,,,,,523 SW 13TH AVE,132,132,ACTIVE
Multnomah,Portland,,,,,,,16124 SE ALDER ST,75,35,ACTIVE
Multnomah,Portland,,,,,,,221 NE FREMONT ST,64,63,ACTIVE
Multnomah,Portland,,,,,,,7621 N PORTSMOUTH AVE,15,15,ACTIVE
Multnomah,Portland,,,,,,,11930 SE ANKENY ST,42,42,ACTIVE
Multnomah,Portland,,,,,,,1021 NE 33rd Ave,129,128,IN DEVELOPMENT
Multnomah,Portland,,,,,,,2609 SE 145TH AVE,97,96,ACTIVE
Multnomah,Portland,,,,,,,12012 SE ASH ST,47,47,ACTIVE
Multnomah,Portland,,,,,,,11230 SW 62ND AVE,21,21,ACTIVE
Multnomah,Portland,,,,,,,16015 SE STARK ST,93,93,IN DEVELOPMENT
Multnomah,Portland,,,,,,,5025 NE 8TH AVE,22,22,ACTIVE
Multnomah,Portland,,,,,,,7656-7688 N Interstate Ave,60,60,IN DEVELOPMENT
Multnomah,Portland,,,,,,,2322 N WILLIAMS AVE,32,32,ACTIVE
Multnomah,Portland,,,,,,,5009 NE KILLINGSWORTH ST,10,5,ACTIVE
Multnomah,Portland,,,,,,,3123 SE 8TH AVE,20,20,ACTIVE
Multnomah,Portland,,,,,,,3368 NE MARTIN LUTHER KING JR BLVD,80,80,ACTIVE
Multnomah,Portland,,,,,,,3650 NE MALLORY AVE,32,32,ACTIVE
Multnomah,Portland,,,,,,,7901 SE 92ND AVE,40,39,ACTIVE
Multnomah,Portland,,,,,,,3340 SE MORRISON ST,85,66,ACTIVE
Multnomah,Portland,,,,,,,3979 N MISSISSIPPI AVE,9,6,ACTIVE
Multnomah,Portland,,,,,,,9305 SE HAROLD ST,14,14,ACTIVE
Multnomah,Portland,,,,,,,310 NW 6TH AVE,76,76,ACTIVE
Multnomah,Portland,,,,,,,2034 NE 40TH AVE,47,19,ACTIVE
Multnomah,Portland,,,,,,,1221 NE Couch St,109,109,IN DEVELOPMENT
Multnomah,Portland,,,,,,,3302 SE 122ND AVE,22,22,ACTIVE
Multnomah,Portland,,,,,,,4221 N WILLIS BLVD,27,27,ACTIVE
Multnomah,Portland,,,,,,,6816 N TRUMBULL AVE,14,13,ACTIVE
Multnomah,Portland,,,,,,,8238 NE BROADWAY ST,58,58,ACTIVE
Multnomah,Portland,,,,,,,1434 SW MORRISON ST,50,50,ACTIVE
Multnomah,Portland,,,,,,,430 NE 16TH AVE,144,144,ACTIVE
Multnomah,Portland,,,,,,,655 NW HOYT ST,130,130,ACTIVE
Multnomah,Portland,,,,,,,2705 N KILLINGSWORTH ST,7,7,ACTIVE
Multnomah,Portland,,,,,,,14992 SE DIVISION ST,35,32,ACTIVE
Multnomah,Portland,,,,,,,248 SE 160TH AVE,21,20,ACTIVE
Multnomah,Portland,,,,,,,610 NW DAVIS ST,38,38,ACTIVE
Multnomah,Portland,,,,,,,5224 N VANCOUVER AVE,20,20,ACTIVE
Multnomah,Portland,,,,,,,1009 SE 162ND AVE,32,32,ACTIVE
Multnomah,Portland,,,,,,,2830 N WILLIAMS AVE,30,29,ACTIVE
Multnomah,Portland,,,,,,,16050 E BURNSIDE ST,30,30,ACTIVE
Multnomah,Portland,,,,,,,5241 NE KILLINGSWORTH AVE,24,24,ACTIVE
Multnomah,Portland,,,,,,,13907 SE DIVISION ST,12,12,ACTIVE
Multnomah,Portland,,,,,,,8010 SW 45TH AVE,3,3,ACTIVE
Multnomah,Portland,,,,,,,8008 SW 45TH AVE,3,3,ACTIVE
Multnomah,Portland,,,,,,,10625 E BURNSIDE ST,74,74,ACTIVE
Multnomah,Portland,,,,,,,18750 SE STARK ST,1,1,ACTIVE
Multnomah,Portland,,,,,,,5700 N KERBY AVE,103,103,ACTIVE
Multnomah,Portland,,,,,,,8652 N SWIFT WAY,124,124,ACTIVE
Multnomah,Portland,,,,,,,8614 N CRAWFORD,110,110,IN DEVELOPMENT
Multnomah,Portland,,,,,,,323-327 NW 6th Ave,100,100,IN DEVELOPMENT
Multnomah,Portland,,,,,,,11450 SE Division Street,60,60,IN DEVELOPMENT
Multnomah,Portland,,,,,,,130 NE LOMBARD ST,1,1,ACTIVE
Multnomah,Portland,,,,,,,9021 N CENTRAL ST,10,10,ACTIVE
Multnomah,Portland,,,,,,,4605 NE 95TH AVE,27,27,ACTIVE
Multnomah,Portland,,,,,,,3800 SE 164TH AVE,71,71,ACTIVE
Multnomah,Portland,,,,,,,5845 NE HOYT ST,60,60,ACTIVE
Multnomah,Portland,,,,,,,5815 NE GLISAN ST,60,60,ACTIVE
Multnomah,Portland,,,,,,,9020 N CENTRAL ST,20,20,ACTIVE
Multnomah,Portland,,,,,,,6905 N INTERSTATE AVE,51,51,ACTIVE
Multnomah,Portland,,,,,,,9126 N CHASE AVE,5,5,ACTIVE
Multnomah,Portland,,,,,,,1910 SE STARK ST,10,10,ACTIVE
Multnomah,Portland,,,,,,,1019 SW 10TH AVE,83,83,ACTIVE
Multnomah,Portland,,,,,,,10570 SE CHERRY BLOSSOM DR,120,120,ACTIVE
Multnomah,Portland,,,,,,,2295 SW STURGES LN,160,160,ACTIVE
Multnomah,Portland,,,,,,,5335 NE CULLY BLVD,44,44,ACTIVE
Multnomah,Portland,,,,,,,323 SE HAWTHORNE BLVD,22,22,ACTIVE
Multnomah,Portland,,,,,,,527 SE MORRISON ST,88,84,ACTIVE
Multnomah,Portland,,,,,,,2730 SE 92ND AVE,29,28,ACTIVE
Multnomah,Portland,,,,,,,9268 SE CLINTON ST,16,8,ACTIVE
Multnomah,Portland,,,,,,,17308 NE COUCH ST,10,10,ACTIVE
Multnomah,Portland,,,,,,,1701 SW COLUMBIA ST,124,52,ACTIVE
Multnomah,Portland,,,,,,,8200 NE SANDY BLVD,118,117,ACTIVE
Multnomah,Portland,,,,,,,8212 NE SANDY BLVD,208,206,ACTIVE
Multnomah,Portland,,,,,,,16932 SE DIVISION ST,61,61,ACTIVE
Multnomah,Portland,,,,,,,4629 NE 118TH AVE,7,7,ACTIVE
Multnomah,Portland,,,,,,,5800 NE CENTER COMMONS WAY,172,172,ACTIVE
Multnomah,Portland,,,,,,,4207 SE 37TH AVE,10,10,ACTIVE
Multnomah,Portland,,,,,,,5416 NE 27TH AVE,5,5,ACTIVE
Multnomah,Portland,,,,,,,6720 SE 72ND AVE,32,32,ACTIVE
Multnomah,Portland,,,,,,,710 NW 14TH AVE,30,10,ACTIVE
Multnomah,Portland,,,,,,,11514 & 11518 SE Division St,138,138,IN DEVELOPMENT
Multnomah,Portland,,,,,,,915 NE SCHUYLER ST,113,113,ACTIVE
Multnomah,Portland,,,,,,,101 N MORRIS ST,67,67,ACTIVE
Multnomah,Portland,,,,,,,(UNKNOWN),187,187,ACTIVE
Multnomah,Portland,,,,,,,2700 SE 148TH AVE,18,18,ACTIVE
Multnomah,Portland,,,,,,,6485 SE 128th Ave,15,15,IN DEVELOPMENT
Multnomah,Portland,,,,,,,2645 SE 127TH AVE,8,8,ACTIVE
Multnomah,Portland,,,,,,,2545 E BURNSIDE ST,30,30,ACTIVE
Multnomah,Portland,,,,,,,10506 E BURNSIDE ST,51,51,ACTIVE
Multnomah,Portland,,,,,,,17527 SE PINE ST,7,6,ACTIVE
Multnomah,Portland,,,,,,,134 NE 120TH AVE,61,60,ACTIVE
Multnomah,Portland,,,,,,,3709 SE 91ST AVE,7,1,ACTIVE
Multnomah,Portland,,,,,,,25 NE 122ND AVE,123,123,ACTIVE
Multnomah,Portland,,,,,,,18208 SE YAMHILL ST,31,31,ACTIVE
Multnomah,Portland,,,,,,,1610 NE 66TH AVE,263,263,IN DEVELOPMENT
Multnomah,Portland,,,,,,,1309 NE EMERSON ST,2,2,ACTIVE
Multnomah,Portland,,,,,,,5305 NE 11TH AVE,4,4,ACTIVE
Multnomah,Portland,,,,,,,5314 NE 13TH AVE,16,16,ACTIVE
Multnomah,Portland,,,,,,,5520 NE GLISAN ST,41,40,ACTIVE
Multnomah,Portland,,,,,,,5513 NE 27TH AVE,6,6,ACTIVE
Multnomah,Portland,,,,,,,9 NW 2ND AVE,62,52,ACTIVE
Multnomah,Portland,,,,,,,3601 SE 27TH AVE,70,69,ACTIVE
Multnomah,Portland,,,,,,,225 NW COUCH ST,191,191,ACTIVE
Multnomah,Portland,,,,,,,5421 NE 14TH PL,9,9,ACTIVE
Multnomah,Portland,,,,,,,625 NW EVERETT ST,47,30,ACTIVE
Multnomah,Portland,,,,,,,4006 NE 8TH AVE,5,5,ACTIVE
Multnomah,Portland,,,,,,,4716 N MISSISSIPPI AVE,13,13,ACTIVE
Multnomah,Portland,,,,,,,4105 SW BEAVERTON HILLSDALE HWY,24,24,ACTIVE
Multnomah,Portland,,,,,,,13319 SE POWELL BLVD,16,9,ACTIVE
Multnomah,Portland,,,,,,,8428 N FENWICK AVE,27,27,ACTIVE
Multnomah,Portland,,,,,,,7936 N FESSENDEN ST,9,9,ACTIVE
Multnomah,Portland,,,,,,,234 NW 5TH AVE,96,39,ACTIVE
Multnomah,Portland,,,,,,,314 NW 5TH AVE,70,70,ACTIVE
Multnomah,Portland,,,,,,,5415 SE POWELL BLVD,38,38,IN DEVELOPMENT
Multnomah,Portland,,,,,,,19401 SE YAMHILL ST,32,32,ACTIVE
Multnomah,Portland,,,,,,,4820 SE 122ND AVE,31,30,ACTIVE
Multnomah,Portland,,,,,,,8012 SE RAYMOND ST,19,19,ACTIVE
Multnomah,Portland,,,,,,,1005 SE 106TH AVE,51,50,ACTIVE
Multnomah,Portland,,,,,,,929 SW SALMON ST,80,80,ACTIVE
Multnomah,Portland,,,,,,,233 N FREMONT ST,28,28,ACTIVE
Multnomah,Portland,,,,,,,3140 SE 136TH AVE,63,63,ACTIVE
Multnomah,Portland,,,,,,,3140 SE 136th,117,117,IN DEVELOPMENT
Multnomah,Portland,,,,,,,606 NE SACRAMENTO ST,18,18,ACTIVE
Multnomah,Portland,,,,,,,3940 N HAIGHT AVE,92,92,ACTIVE
Multnomah,Portland,,,,,,,626 NE BRAZEE ST,56,56,ACTIVE
Multnomah,Portland,,,,,,,4525 NE GRAND AVE,11,11,ACTIVE
Multnomah,Portland,,,,,,,6710 GARFIELD AVE,28,28,ACTIVE
Multnomah,Portland,,,,,,,3024 NE MLK BLVD,52,52,ACTIVE
Multnomah,Portland,,,,,,,510 NE 100TH AVE,144,144,ACTIVE
Multnomah,Portland,,,,,,,9745 NE GLISAN,159,158,IN DEVELOPMENT
Multnomah,Portland,,,,,,,5205 SE 86TH AVE,5,5,ACTIVE
Multnomah,Portland,,,,,,,610 NE 99TH AVE,60,60,ACTIVE
Multnomah,Portland,,,,,,,12020 SE GLADSTONE ST,48,48,ACTIVE
Multnomah,Portland,,,,,,,333 NE 146TH AVE,112,20,ACTIVE
Multnomah,Portland,,,,,,,555 NE 100TH AVE,67,67,ACTIVE
Multnomah,Portland,,,,,,,9919 NE Glisan St,105,105,IN DEVELOPMENT
